ds,yhat,yhat_lower,yhat_upper
2021-09-01,1361.148858548646,1343.76000063479,1378.3400299947543
2021-10-01,1252.8243909786593,1235.856314827684,1270.3507366398687
2021-11-01,1198.9215782271847,1182.2374518056629,1215.4518263023563
2021-12-01,1145.0550292896364,1127.412491164249,1162.5241442208348
2022-01-01,1193.7770006571873,1177.5806857005884,1210.155099288509
2022-02-01,1173.0352986620644,1155.0964318415297,1188.6891146756577
2022-03-01,1193.7899941013961,1176.247943000646,1210.715403573033
2022-04-01,1248.118388113417,1232.0857615203179,1265.1601345775446
2022-05-01,1302.5591485854034,1286.007032915882,1320.1933369654516
2022-06-01,1410.8245705657355,1394.6570217776161,1427.3941658139759
2022-07-01,1519.0372809109456,1504.3731014719394,1536.7986718070863
2022-08-01,1519.5897806525445,1501.7132813335318,1537.2288349857618
2022-09-01,1412.531136218248,1394.465084117238,1429.1287947508897
2022-10-01,1305.3295488995502,1288.0724075766564,1321.4947376966402
2022-11-01,1251.8079303214402,1235.5684132303618,1267.6828491013403
2022-12-01,1198.2250414039122,1181.8925148696565,1215.7611311192459
2023-01-01,1244.547274865215,1227.524935783756,1262.4811345814412
2023-02-01,1223.3576410009468,1205.5642096782788,1240.1518321161193
2023-03-01,1246.868613716391,1230.3786781583492,1264.422346624834
2023-04-01,1301.1762311029638,1284.6251128527674,1319.0646406264877
2023-05-01,1355.679151554794,1337.7304591598877,1372.5649666065694
2023-06-01,1463.5554207324303,1447.3099801735575,1480.549813017549
2023-07-01,1571.3360991922684,1553.7273480785416,1588.2115698973575
2023-08-01,1572.3908409986736,1555.9309391691945,1589.0082147393464
2023-09-01,1466.7714848929206,1449.6095666325195,1484.9549662985787
2023-10-01,1360.6564927041202,1344.9519090289357,1376.6559709297
2023-11-01,1307.439621387368,1291.4458081203873,1325.7411792133169
2023-12-01,1254.0621783244765,1237.0382487106647,1270.696984100132
2024-01-01,1297.5282266894446,1280.4321095492169,1314.6212531651468
2024-02-01,1275.7107216270851,1259.69292295901,1292.9848636999188
2024-03-01,1299.9369112802126,1284.2850544697276,1316.9606473066792
2024-04-01,1355.0088087727956,1337.7673090985315,1370.4830525265854
2024-05-01,1409.833238179346,1392.7960165683469,1426.2253556725486
2024-06-01,1519.3715343491913,1501.8359723124192,1535.2490302378958
2024-07-01,1628.9606444833112,1612.7488194332875,1644.951032612371
2024-08-01,1629.1839035716323,1613.3682762997187,1646.9205037277595
2024-09-01,1519.9525577720951,1502.0456333114726,1536.2325430314015
2024-10-01,1411.1421915137903,1395.0739521388139,1428.0856856291282
2024-11-01,1357.476236081335,1339.3283503513637,1373.6779532797966
2024-12-01,1303.91895346351,1285.8820746605736,1319.6021402630095
2024-12-31,1350.4426988204093,1334.155080922065,1367.5125756157768
2025-01-31,1328.0872903823158,1311.938557716628,1344.0982765683705
2025-02-28,1356.6961257833614,1340.1927762488417,1373.4156660284825
2025-03-31,1410.3179032363907,1392.74352739624,1427.5997360500642
2025-04-30,1464.5317256689195,1447.2808429723073,1482.3922746065302
2025-05-31,1571.1753737243146,1553.2819669135833,1587.3113559384897
2025-06-30,1677.6917538295525,1660.9679540655238,1695.2142763508036
2025-07-31,1679.4787582909166,1662.0710412439382,1696.1191428240234
2025-08-31,1576.4867887139856,1559.4379446312494,1593.1811165838956
2025-09-30,1472.1782638667405,1454.2473940424577,1489.2951652063534
2025-10-31,1419.080223241111,1401.1315985064457,1436.172764992593
2025-11-30,1365.630117473382,1349.1905316396494,1382.8302212169704
